#Trabalho Fisica Aplicada a Computação - Mestre Nuno

#Gerador de Seno - 1º Ano - FAC 2018-19

#	 T	 	 Media	 MMM	 Tmin	 T0	 T1	 Tmax	 t
	 22.48	 40.48	 0.00	 -40	 10	 80	 120	 110.84
	 22.58	 40.80	 0.00	 -40	 10	 80	 120	 124.54
	 22.68	 41.18	 0.00	 -40	 10	 80	 120	 127.99
	 22.78	 41.58	 0.00	 -40	 10	 80	 120	 111.09
	 22.89	 41.89	 0.00	 -40	 10	 80	 120	 116.95
	 22.99	 42.23	 0.00	 -40	 10	 80	 120	 104.69
	 23.09	 42.50	 0.00	 -40	 10	 80	 120	 96.82
	 23.19	 42.75	 0.00	 -40	 10	 80	 120	 82.57
	 23.30	 42.92	 0.00	 -40	 10	 80	 120	 65.76
	 23.40	 43.02	 0.00	 -40	 10	 80	 120	 43.89
	 23.50	 43.03	 0.00	 -40	 10	 80	 120	 39.44
	 23.60	 43.01	 0.00	 -40	 10	 80	 120	 14.42
	 23.70	 42.89	 0.00	 -40	 10	 80	 120	 4.20
	 23.81	 42.72	 0.00	 -40	 10	 80	 120	 -14.18
	 23.91	 42.47	 0.00	 -40	 10	 80	 120	 -28.57
	 24.01	 42.17	 0.00	 -40	 10	 80	 120	 -36.45
	 24.11	 41.83	 0.00	 -40	 10	 80	 120	 -41.26
	 24.22	 41.48	 0.00	 -40	 10	 80	 120	 -39.86
	 24.32	 41.13	 0.00	 -40	 10	 80	 120	 -43.13
	 24.42	 40.78	 0.00	 -40	 10	 80	 120	 -27.11
	 24.52	 40.49	 0.00	 -40	 10	 80	 120	 -35.89
	 24.63	 40.17	 0.00	 -40	 10	 80	 120	 -27.91
	 24.73	 39.89	 0.00	 -40	 10	 80	 120	 -8.53
	 24.83	 39.69	 0.00	 -40	 10	 80	 120	 0.88
	 24.93	 39.53	 0.00	 -40	 10	 80	 120	 19.46
	 25.03	 39.45	 0.00	 -40	 10	 80	 120	 46.84
	 25.14	 39.48	 0.00	 -40	 10	 80	 120	 61.03
	 25.24	 39.56	 0.00	 -40	 10	 80	 120	 67.51
	 25.34	 39.68	 0.00	 -40	 10	 80	 120	 92.78
	 25.44	 39.89	 0.00	 -40	 10	 80	 120	 103.85
	 25.55	 40.15	 0.00	 -40	 10	 80	 120	 113.69
	 25.65	 40.45	 0.00	 -40	 10	 80	 120	 113.57
	 25.75	 40.74	 0.00	 -40	 10	 80	 120	 125.32
	 25.85	 41.08	 0.00	 -40	 10	 80	 120	 124.77
	 25.96	 41.41	 0.00	 -40	 10	 80	 120	 107.89
	 26.06	 41.67	 0.00	 -40	 10	 80	 120	 100.75
	 26.16	 41.90	 0.00	 -40	 10	 80	 120	 103.71
	 26.26	 42.15	 0.00	 -40	 10	 80	 120	 94.12
	 26.36	 42.35	 0.00	 -40	 10	 80	 120	 83.31
	 26.47	 42.51	 0.00	 -40	 10	 80	 120	 64.11
	 26.57	 42.59	 0.00	 -40	 10	 80	 120	 50.88
	 26.67	 42.62	 0.00	 -40	 10	 80	 120	 26.60
	 26.77	 42.56	 0.00	 -40	 10	 80	 120	 8.80
	 26.88	 42.43	 0.00	 -40	 10	 80	 120	 2.99
	 26.98	 42.28	 0.00	 -40	 10	 80	 120	 -18.94
	 27.08	 42.05	 0.00	 -40	 10	 80	 120	 -23.67
	 27.18	 41.80	 0.00	 -40	 10	 80	 120	 -33.56
	 27.29	 41.52	 0.00	 -40	 10	 80	 120	 -37.41
	 27.39	 41.22	 0.00	 -40	 10	 80	 120	 -47.00
	 27.49	 40.89	 0.00	 -40	 10	 80	 120	 -48.24
	 27.59	 40.56	 0.00	 -40	 10	 80	 120	 -27.24
	 27.70	 40.30	 0.00	 -40	 10	 80	 120	 -20.20
	 27.80	 40.08	 0.00	 -40	 10	 80	 120	 -12.45
	 27.90	 39.89	 0.00	 -40	 10	 80	 120	 7.69
	 28.00	 39.77	 0.00	 -40	 10	 80	 120	 15.42
	 28.10	 39.68	 0.00	 -40	 10	 80	 120	 20.42
	 28.21	 39.61	 0.00	 -40	 10	 80	 120	 53.70
	 28.31	 39.66	 0.00	 -40	 10	 80	 120	 52.75
	 28.41	 39.71	 0.00	 -40	 10	 80	 120	 72.04
	 28.51	 39.82	 0.00	 -40	 10	 80	 120	 80.63
	 28.62	 39.97	 0.00	 -40	 10	 80	 120	 103.23
	 28.72	 40.20	 0.00	 -40	 10	 80	 120	 106.13
	 28.82	 40.43	 0.00	 -40	 10	 80	 120	 116.07
	 28.92	 40.70	 0.00	 -40	 10	 80	 120	 117.83
	 29.03	 40.98	 0.00	 -40	 10	 80	 120	 112.23
	 29.13	 41.23	 0.00	 -40	 10	 80	 120	 124.30
	 29.23	 41.52	 0.00	 -40	 10	 80	 120	 111.26
	 29.33	 41.76	 0.00	 -40	 10	 80	 120	 107.40
	 29.44	 41.99	 0.00	 -40	 10	 80	 120	 76.98
	 29.54	 42.12	 0.00	 -40	 10	 80	 120	 66.76
	 29.64	 42.20	 0.00	 -40	 10	 80	 120	 60.07
	 29.74	 42.26	 0.00	 -40	 10	 80	 120	 43.86
	 29.85	 42.27	 0.00	 -40	 10	 80	 120	 17.81
	 29.95	 42.19	 0.00	 -40	 10	 80	 120	 -0.87
	 30.05	 42.04	 0.00	 -40	 10	 80	 120	 -8.07
	 30.15	 41.87	 0.00	 -40	 10	 80	 120	 -21.48
	 30.25	 41.65	 0.00	 -40	 10	 80	 120	 -35.32
