#Trabalho Fisica Aplicada a Computação - Mestre Nuno

#Gerador de Seno - 1º Ano - FAC 2018-19

#	t	Tmin	T0	T1	Tmax	T	Media	MMM	MMS
	 -40	 10	 80	 120	 76.43
	 25.42	 0.00	 50.90	 0.00	 -40	 10	 80	 120	 104.52
	 25.52	 0.00	 50.90	 0.00	 -40	 10	 80	 120	 114.82
	 25.63	 0.00	 97.69	 0.00	 -40	 10	 80	 120	 111.46
	 25.73	 0.00	 97.69	 0.00	 -40	 10	 80	 120	 116.84
	 25.83	 0.00	 97.69	 0.00	 -40	 10	 80	 120	 115.95
	 25.93	 0.00	 114.75	 0.00	 -40	 10	 80	 120	 111.71
	 26.04	 0.00	 114.75	 0.00	 -40	 10	 80	 120	 118.18
	 26.14	 0.00	 114.75	 0.00	 -40	 10	 80	 120	 109.60
	 26.24	 0.00	 113.17	 0.00	 -40	 10	 80	 120	 92.45
	 26.35	 0.00	 113.17	 0.00	 -40	 10	 80	 120	 78.99
	 26.45	 0.00	 113.17	 0.00	 -40	 10	 80	 120	 66.88
	 26.55	 0.00	 79.44	 0.00	 -40	 10	 80	 120	 53.91
	 26.65	 0.00	 79.44	 0.00	 -40	 10	 80	 120	 33.46
	 26.76	 0.00	 79.44	 0.00	 -40	 10	 80	 120	 17.37
	 26.86	 0.00	 34.92	 0.00	 -40	 10	 80	 120	 0.46
	 26.96	 0.00	 34.92	 0.00	 -40	 10	 80	 120	 -20.93
	 27.06	 0.00	 34.92	 0.00	 -40	 10	 80	 120	 -16.98
	 27.17	 0.00	 -12.48	 0.00	 -40	 10	 80	 120	 -33.52
	 27.27	 0.00	 -12.48	 0.00	 -40	 10	 80	 120	 -44.86
	 27.37	 0.00	 -12.48	 0.00	 -40	 10	 80	 120	 -43.97
	 27.47	 0.00	 -40.78	 0.00	 -40	 10	 80	 120	 -40.73
	 27.58	 0.00	 -40.78	 0.00	 -40	 10	 80	 120	 -31.23
	 27.68	 0.00	 -40.78	 0.00	 -40	 10	 80	 120	 -17.47
	 27.78	 0.00	 -29.81	 0.00	 -40	 10	 80	 120	 -10.07
	 27.89	 0.00	 -29.81	 0.00	 -40	 10	 80	 120	 5.65
	 27.99	 0.00	 -29.81	 0.00	 -40	 10	 80	 120	 8.32
	 28.09	 0.00	 1.30	 0.00	 -40	 10	 80	 120	 17.20
	 28.19	 0.00	 1.30	 0.00	 -40	 10	 80	 120	 52.63
	 28.30	 0.00	 1.30	 0.00	 -40	 10	 80	 120	 51.74
	 28.40	 0.00	 40.52	 0.00	 -40	 10	 80	 120	 82.18
	 28.50	 0.00	 40.52	 0.00	 -40	 10	 80	 120	 94.01
	 28.60	 0.00	 40.52	 0.00	 -40	 10	 80	 120	 90.90
	 28.71	 0.00	 89.03	 0.00	 -40	 10	 80	 120	 110.23
	 28.81	 0.00	 89.03	 0.00	 -40	 10	 80	 120	 115.53
	 28.91	 0.00	 89.03	 0.00	 -40	 10	 80	 120	 125.68
	 29.01	 0.00	 117.15	 0.00	 -40	 10	 80	 120	 111.46
	 29.12	 0.00	 117.15	 0.00	 -40	 10	 80	 120	 117.93
	 29.22	 0.00	 117.15	 0.00	 -40	 10	 80	 120	 118.16
	 29.32	 0.00	 115.85	 0.00	 -40	 10	 80	 120	 102.48
	 29.43	 0.00	 115.85	 0.00	 -40	 10	 80	 120	 77.28
	 29.53	 0.00	 115.85	 0.00	 -40	 10	 80	 120	 74.22
	 29.63	 0.00	 84.66	 0.00	 -40	 10	 80	 120	 55.63
	 29.73	 0.00	 84.66	 0.00	 -40	 10	 80	 120	 33.30
	 29.84	 0.00	 84.66	 0.00	 -40	 10	 80	 120	 23.07
	 29.94	 0.00	 37.33	 0.00	 -40	 10	 80	 120	 0.31
	 30.04	 0.00	 37.33	 0.00	 -40	 10	 80	 120	 1.98
	 30.14	 0.00	 37.33	 0.00	 -40	 10	 80	 120	 -13.60
	 30.25	 0.00	 -3.77	 0.00	 -40	 10	 80	 120	 -19.74
	 30.35	 0.00	 -3.77	 0.00	 -40	 10	 80	 120	 -37.95
	 30.45	 0.00	 -3.77	 0.00	 -40	 10	 80	 120	 -34.09
	 30.55	 0.00	 -30.59	 0.00	 -40	 10	 80	 120	 -37.89
	 30.66	 0.00	 -30.59	 0.00	 -40	 10	 80	 120	 -38.33
	 30.76	 0.00	 -30.59	 0.00	 -40	 10	 80	 120	 -30.51
	 30.86	 0.00	 -35.58	 0.00	 -40	 10	 80	 120	 -27.76
	 30.96	 0.00	 -35.58	 0.00	 -40	 10	 80	 120	 -9.28
	 31.07	 0.00	 -35.58	 0.00	 -40	 10	 80	 120	 9.36
	 31.17	 0.00	 -9.23	 0.00	 -40	 10	 80	 120	 7.44
	 31.27	 0.00	 -9.23	 0.00	 -40	 10	 80	 120	 23.62
	 31.38	 0.00	 -9.23	 0.00	 -40	 10	 80	 120	 56.91
	 31.48	 0.00	 29.32	 0.00	 -40	 10	 80	 120	 58.93
	 31.58	 0.00	 29.32	 0.00	 -40	 10	 80	 120	 84.87
	 31.68	 0.00	 29.32	 0.00	 -40	 10	 80	 120	 93.07
	 31.79	 0.00	 78.96	 0.00	 -40	 10	 80	 120	 113.89
	 31.89	 0.00	 78.96	 0.00	 -40	 10	 80	 120	 114.03
	 31.99	 0.00	 78.96	 0.00	 -40	 10	 80	 120	 120.20
	 32.10	 0.00	 116.04	 0.00	 -40	 10	 80	 120	 120.00
	 32.20	 0.00	 116.04	 0.00	 -40	 10	 80	 120	 117.45
	 32.30	 0.00	 116.04	 0.00	 -40	 10	 80	 120	 110.64
	 32.40	 0.00	 116.03	 0.00	 -40	 10	 80	 120	 107.69
	 32.51	 0.00	 116.03	 0.00	 -40	 10	 80	 120	 96.97
	 32.61	 0.00	 116.03	 0.00	 -40	 10	 80	 120	 80.05
	 32.71	 0.00	 94.90	 0.00	 -40	 10	 80	 120	 72.09
	 32.81	 0.00	 94.90	 0.00	 -40	 10	 80	 120	 50.28
	 32.92	 0.00	 94.90	 0.00	 -40	 10	 80	 120	 38.00
	 33.02	 0.00	 53.46	 0.00	 -40	 10	 80	 120	 11.77
	 33.12	 0.00	 53.46	 0.00	 -40	 10	 80	 120	 -6.56
	 33.22	 0.00	 53.46	 0.00	 -40	 10	 80	 120	 -17.34
	 33.33	 0.00	 -4.04	 0.00	 -40	 10	 80	 120	 -27.89
	 33.43	 0.00	 -4.04	 0.00	 -40	 10	 80	 120	 -22.88
	 33.53	 0.00	 -4.04	 0.00	 -40	 10	 80	 120	 -35.97
	 33.63	 0.00	 -28.91	 0.00	 -40	 10	 80	 120	 -43.80
	 33.74	 0.00	 -28.91	 0.00	 -40	 10	 80	 120	 -30.26
	 33.84	 0.00	 -28.91	 0.00	 -40	 10	 80	 120	 -40.43
	 33.94	 0.00	 -38.16	 0.00	 -40	 10	 80	 120	 -29.46
	 34.04	 0.00	 -38.16	 0.00	 -40	 10	 80	 120	 -11.44
	 34.15	 0.00	 -38.16	 0.00	 -40	 10	 80	 120	 -7.16
	 34.25	 0.00	 -16.02	 0.00	 -40	 10	 80	 120	 13.18
	 34.35	 0.00	 -16.02	 0.00	 -40	 10	 80	 120	 16.71
	 34.46	 0.00	 -16.02	 0.00	 -40	 10	 80	 120	 43.92
	 34.56	 0.00	 24.60	 0.00	 -40	 10	 80	 120	 51.44
	 34.66	 0.00	 24.60	 0.00	 -40	 10	 80	 120	 72.96
	 34.76	 0.00	 24.60	 0.00	 -40	 10	 80	 120	 94.28
	 34.87	 0.00	 72.89	 0.00	 -40	 10	 80	 120	 97.54
